"projectID","projectAcronym","organisationID","vatNumber","name","shortName","SME","activityType","street","postCode","city","country","nutsCode","geolocation","organizationURL","contactForm","contentUpdateDate","rcn","order","role","ecContribution","netEcContribution","totalCost","endOfParticipation","active"
"723764","GO0D MAN","999633889","PT501797173","UNINOVA-INSTITUTO DE DESENVOLVIMENTO DE NOVAS TECNOLOGIAS-ASSOCIACAO","UNINOVA","False","REC","CAMPUS DA CAPARICA QUINTA DA TORRE","2829-516","Caparica","PT","","38.65374105,-9.20896930926829","http://www.uninova.pt","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999633889/723764","2023-04-05 12:39:00","1908256","3","participant","563750.0","563750.0","563750","False",""
"723764","GO0D MAN","923633225","PL2050000919","ZANNINI POLAND SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA","ZAN","False","PRC","UL WOJKOWICKA 60","41 250","CZELADZ","PL","","50.3358747,19.0730210527399","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/923633225/723764","2023-04-05 12:39:00","2632072","7","participant","283062.0","248062.0","404375","False",""
"723764","GO0D MAN","998482208","PT600013758","INSTITUTO POLITECNICO DE BRAGANCA","IPB","False","HES","CAMPUS DE SANTA APOLONIA","5301 253","BRAGANCA","PT","","41.7954827,-6.7668936","www.ipb.pt","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998482208/723764","2023-04-05 12:39:00","1953558","2","participant","495000.0","495000.0","495000","False",""
"723764","GO0D MAN","999866689","IT00382520427","UNIVERSITA POLITECNICA DELLE MARCHE","UNIVPM","False","HES","PIAZZA ROMA 22","60121","Ancona","IT","","43.6172271,13.5130433","http://www.univpm.it","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999866689/723764","2023-04-05 12:39:00","1909750","4","participant","585000.0","585000.0","585000","False",""
"723764","GO0D MAN","999786179","ATU39218002","BOC ASSET MANAGEMENT GMBH","BOC","True","PRC","OPERNGASSE 20B","1040","WIEN","AT","","48.198996,16.366185977736507","www.boc-group.com","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999786179/723764","2023-04-05 12:39:00","2153245","5","participant","581875.0","581875.0","831250","False",""
"723764","GO0D MAN","965052225","RS106017516","PRIVREDNO DRUSTVO ZA PRUZANJE USLUGA ISTRAZIVANJE I RAZVOJ NISSATECH INNOVATION CENTRE DOO","COMPANY FOR PROVISION OF SERVICES RESEARCH & DEVE","True","PRC","CARA DUSANA 58 OFFICE 303","18000","NIS","RS","","43.321504,21.8957301","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/965052225/723764","2023-04-05 12:39:00","2397030","6","participant","413875.0","413875.0","591250","False",""
"891606","TADFNIR","999984253","GB607606448","THE UNIVERSITY COURT OF THE UNIVERSITY OF ST ANDREWS","USTAN","False","HES","NORTH STREET 66 COLLEGE GATE","KY16 9AJ","ST ANDREWS","UK","","56.3403902,-2.7955843","http://www.st-andrews.ac.uk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999984253/891606","2023-04-29 01:06:00","1906637","1","coordinator","212933.76","212933.76","212933,76","False",""
"823887","ENDORSE","998018645","ESB97223630","ROBOTNIK AUTOMATION SL","ROBOTNIK","True","PRC","RONDA AUGUSTE Y LOUIS LUMIERE 6 Y 8","46980","PATERNA","ES","","39.4699014,-0.3759512","http://www.robotnik.es","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998018645/823887","2023-03-14 16:38:00","1913955","6","participant","46000.0","46000.0","46000","False",""
"823887","ENDORSE","964796436","CY10170025S","CITARD SERVICES LTD","CITARD","True","PRC","ODOS EVRYTANIAS 1 F 1A","2064","STROVOLOS","CY","","35.1328993,33.3454972","www.citard-serv.com","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/964796436/823887","2023-03-14 16:38:00","2103640","8","participant","220800.0","220800.0","220800","False",""
"823887","ENDORSE","983282308","EL997985169","SINGULARLOGIC ANONYMI ETAIREIA PLIROFORIAKON SYSTIMATON KAI EFARMOGONPLIROFORIKIS","SINGULARLOGIC S.A.","False","PRC","ACHAIAS 3 & TROIZINIAS","14564","NEA KIFISIA","EL","","38.0994422,23.7916676","http://www.singularlogic.eu","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/983282308/823887","2023-03-14 16:38:00","1917207","4","participant","110400.0","110400.0","110400","False",""
"823887","ENDORSE","999848550","FR52194508552","UNIVERSITE D'ORLEANS","UORL","False","HES","CHATEAU DE LA SOURCE","45067","ORLEANS CEDEX 2","FR","","47.9027336,1.9086066","http://nanoma.zenon.gr/","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999848550/823887","2023-03-14 16:38:00","1912760","1","coordinator","110400.0","110400.0","110400","False",""
"823887","ENDORSE","999864846","ESQ4618002B","UNIVERSITAT POLITECNICA DE VALENCIA","UPV","False","HES","CAMINO DE VERA SN EDIFICIO 3A","46022","Valencia","ES","","39.4699014,-0.3759512","http://www.upv.es","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999864846/823887","2023-03-14 16:38:00","1905898","5","participant","55200.0","55200.0","55200","False",""
"823887","ENDORSE","986152150","EL090055634","PANEPISTIMIO THESSALIAS","UNIVERSITY OF THESSALY - UTH","False","HES","ARGONAFTON FILELLINON","38221","VOLOS","EL","","39.3624382,22.9418905","www.uth.gr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/986152150/823887","2023-03-14 16:38:00","1911536","9","participant","55200.0","55200.0","55200","False",""
"823887","ENDORSE","999835843","CY90001673W","UNIVERSITY OF CYPRUS","UCY","False","HES","AVENUE PANEPISTIMIOU 2109  AGLANTZI","1678","Nicosia","CY","","35.1739302,33.364726","http://www.ucy.ac.cy","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999835843/823887","2023-03-14 16:38:00","1905890","7","participant","110400.0","110400.0","110400","False",""
"823887","ENDORSE","999654356","EL090162593","EREVNITIKO PANEPISTIMIAKO INSTITOUTO SYSTIMATON EPIKOINONION KAI YPOLOGISTON","RESEARCH UNIVERSITY INSTITUTE OF COMMUNICATION AND COMPUTER SYSTEMS","False","REC","PATISION 42","106 82","ATHINA","EL","","39.591621450000005,21.2955477","http://www.iccs.gr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999654356/823887","2023-03-14 16:38:00","1917133","3","participant","220800.0","220800.0","220800","False",""
"823887","ENDORSE","937885532","FR80447538752","STREAM VISION","Stream Vision","True","PRC","12 RUE PAJOL","75018","Paris","FR","","48.8773629,2.3384771","www.streamvision.com","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/937885532/823887","2023-03-14 16:38:00","2428886","2","participant","193200.0","193200.0","193200","False",""
"776311","EO-ALERT","999977948","ATU57477929","TECHNISCHE UNIVERSITAET GRAZ","TU GRAZ","False","HES","RECHBAUERSTRASSE 12","8010","Graz","AT","","47.0692363,15.4504751","http://www.tugraz.at","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999977948/776311","2023-05-04 20:51:00","1905680","3","participant","526500.0","526500.0","527185","False",""
"776311","EO-ALERT","984316425","ESB47584529","DEIMOS IMAGING SLU","DMI","True","PRC","PQ TECNOLOGICO DE BOECILLO EDIFICIO GALILEO MODULO 101 BAJO","47151","BOECILLO VALLADOLID","ES","","41.5406814,-4.6993792","http://www.deimos-imaging.com","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/984316425/776311","2023-05-04 20:51:00","2156034","6","participant","102980.0","102980.0","102985","True",""
"776311","EO-ALERT","998557189","","OHB ITALIA SPA","OHB-I","False","PRC","VIA GALLARATE 150","20151","MILANO","IT","","45.49557455,9.136474759605598","http://www.cgspace.it","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998557189/776311","2023-05-04 20:51:00","1916816","5","participant","652600.0","652600.0","652640","False",""
"776311","EO-ALERT","999981731","DE121965658","DEUTSCHES ZENTRUM FUR LUFT - UND RAUMFAHRT EV","DLR","False","REC","LINDER HOHE","51147","KOLN","DE","","50.848867,7.111538417241022","http://www.dlr.de/en/desktopdefault.aspx","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999981731/776311","2023-05-04 20:51:00","1905579","2","participant","1457500.0","1457500.0","1458736,25","False",""
"776311","EO-ALERT","999977754","IT00518460019","POLITECNICO DI TORINO","POLITO","False","HES","CORSO DUCA DEGLI ABRUZZI 24","10129","TORINO","IT","","45.0626528,7.6618159","http://www.polito.it","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999977754/776311","2023-05-04 20:51:00","1905674","4","participant","549600.0","549600.0","549696,25","False",""
"644080","SAFURE","999971934","FR01383470937","THALES SIX GTS FRANCE SAS","THALES SIX GTS France","False","PRC","AVENUE DES LOUVRESSES 4","92230","Gennevilliers","FR","","48.9409357,2.3063114","http://www.thalesgroup.com","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999971934/644080","2023-04-05 14:04:00","1905995","12","participant","548125.0","548125.0","548125","False",""
"644080","SAFURE","999723323","DE149062328","SYSGO GMBH","","True","PRC","AM PFAFFENSTEIN 8","55270","KLEIN WINTERNHEIM","DE","","49.94947105,8.217723701676498","http://www.sysgo.com","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999723323/644080","2023-04-05 14:04:00","1914972","5","participant","570000.0","570000.0","570000","False",""
"644080","SAFURE","999861257","DE152330858","TECHNISCHE UNIVERSITAET BRAUNSCHWEIG","","False","HES","UNIVERSITAETSPLATZ 2","38106","Braunschweig","DE","","52.2734787,10.5294580013904","http://www.tu-braunschweig.de","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999861257/644080","2023-04-05 14:04:00","1905809","8","participant","443500.0","443500.0","443500","False",""
"644080","SAFURE","999884731","IT01118840501","SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO S ANNA","SSSA","False","HES","PIAZZA MARTIRI DELLA LIBERTA 33","56127","Pisa","IT","","43.72042835,10.403615731320489","http://www.santannapisa.it","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999884731/644080","2023-04-05 14:04:00","1939962","10","participant","366250.0","366250.0","366250","False",""
"644080","SAFURE","999979015","CHE115203630MWST","EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH","ETH Zürich","False","HES","Raemistrasse  101","8092","Zuerich","CH","","47.3764534,8.54770931489751","http://www.ethz.ch","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999979015/644080","2023-04-05 14:04:00","1905561","11","participant","0.0","0.0","471256,25","False",""
"644080","SAFURE","999791029","ATU43716207","TTTECH COMPUTERTECHNIK AG","","True","PRC","SCHONBRUNNER STRASSE 7","1040","WIEN","AT","","48.19491715,16.361574224681377","www.tttech.com","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999791029/644080","2023-04-05 14:04:00","1922103","4","participant","431500.0","431500.0","431500","False",""
"644080","SAFURE","999761735","ATU47330106","TECHNIKON FORSCHUNGS- UND PLANUNGSGESELLSCHAFT MBH","TECHNIKON","True","PRC","BURGPLATZ 3A","9500","Villach","AT","","46.61543935,13.844158232082478","http://www.technikon.at","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999761735/644080","2023-04-05 14:04:00","1951625","1","coordinator","491300.0","491300.0","491300","False",""
